회사명,거래소코드,회계년도,유형자산증가율,유동자산증가율,영업이익증가율,경상이익증가율 (2007년 이전 발생),순이익증가율,재고자산증가율,자기자본증가율,매출액증가율,종업원1인당 부가가치증가율,종업원수증가율,비유동자산증가율,종업원1인당 매출액증가율,종업원1인당 인건비증가율,매출액총이익률,매출액영업이익률,매출액경상이익률 (2007년 이전 발생),매출액순이익률,총자본사업이익률,총자본영업이익률,총자본경상이익률 (2007년 이전 발생),총자본순이익률,자기자본영업이익률,자기자본경상이익률 (2007년 이전 발생),자기자본순이익률,자본금영업이익률,자본금경상이익률 (2007년 이전 발생),자본금순이익률,조세 대 조세차감전순이익률,기업경상이익률 (2007년 이전 발생),투자수익률 (2007년 이전 발생),기업순이익률,경영자본영업이익률,경영자본순이익률,매출원가 대 매출액비율,영업비율,영업외손익률,금융비용부담률,외환이익 대 매출액비율,광고선전비 대 매출액비율,수지비율,인건비 대 총비용비율,조세공과 대 총비용비율,금융비용 대 총비용비율,감가상각비 대 총비용비율,감가상각률,누적감가상각률,이자부담률,지급이자율,차입금평균이자율,사내유보율,사내유보 대 자기자본비율,적립금비율(재정비율),평균배당률,자기자본배당률,배당성향,1주당매출액(원),EPS(Earning Per Share)(원),1주당경상이익 (2007년 이전 발생)(원),CPS(Cash flow Per Share)(원),BPS(Book-value Per Share)(원),유보율,R & D 투자효율,1주당영업이익(원),유동자산구성비율,재고자산 대 유동자산비율,유동자산 대 비유동자산비율,당좌자산구성비율,비유동자산구성비율,자기자본구성비율,타인자본구성비율,자기자본배율,비유동비율,비유동장기적합률,유동비율,당좌비율,현금비율,원재료비율,매출채권비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,"매출채권 대 상,제품비율",매입채무 대 재고자산비율,부채비율,유동부채비율,단기차입금 대 총차입금비율,비유동부채비율,비유동부채 대 순운전자본비율,순운전자본비율,차입금의존도,차입금비율,이자보상배율(이자비용),이자보상배율(순금융비용),유보액대비율,유보액 대 납입자본배율,유동자산집중도,비유동자산집중도,투자집중도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,영업이익대비이자보상배율,총자본회전률,경영자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,매입채무회전기간,유동자산회전률,당좌자산회전률,재고자산회전률,재고자산회전기간,"상품,제품회전률","원,부재료회전률",재공품회전률,매출채권회전률,매출채권회전기간,비유동자산회전률,유형자산회전율,순운전자본회전률,운전자본회전률,1회전기간,부가가치(백만원),종업원1인당 부가가치(백만원),종업원1인당 매출액(백만원),종업원1인당 경상이익 (2007년 이전 발생)(백만원),종업원1인당 순이익(백만원),종업원1인당 인건비(백만원),노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,부가가치(백만원),법인세비용차감전(계속사업)손익(백만원),인건비(백만원),금융비용(백만원),임차료(백만원),조세공과(백만원),감가상각비(백만원),종업원1인당 부가가치(백만원),총자본투자효율,기계투자효율,부가가치율,종업원수,PER(Price earnings ratio)(최고),PER(Price earnings ratio)(최저),PBR(Price book-value ratio)(최고),PBR(Price book-value ratio)(최저),PCR(Price cash-flow ratio)(최고),PCR(Price cash-flow ratio)(최저),PSR(Price sales ratio)(최고),PSR(Price sales ratio)(최저),기업가치(EV)(백만원),EBITDA(백만원),EBITDA/매출액(%),EBITDA/금융비용(배),EBITDA/평균발행주식수(백만원),EV/EBITDA(배)
삼성디지털이미징(주),108070,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼성물산(주),000830,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼성물산(주),028260,2018/12,-4.72,2.26,26.25,,155.17,-8.17,-14.21,1.91,40.86,-0.51,-19.57,2.43,7.49,13.17,3.41,,5.68,4.59,1.93,,3.21,3.47,,5.78,"3,707.98",,"6,180.18",24.16,,,0.93,5.64,9.41,86.83,96.59,4.04,-4.03,0.20,0.25,93.20,2.72,0.04,-3.95,0.91,10.57,57.35,-5.14,4.92,3.87,0,5.38,86.11,"1,724.55",1.75,27.90,"108,892.98","7,168",,"8,417.62","94,982.26","108,670.97",0.37,"3,707.98",27.22,7.67,37.39,25.13,72.78,55.77,44.23,"98,774.45",130.50,102.03,94.94,87.65,21.85,0,466.03,0,293.33,633.02,158.88,79.29,51.40,74.44,27.90,0,-1.45,8.41,15.08,5.06,"999,999,999",61.36,"1,086.71",43.77,132.77,60.36,8.07,42.44,3.57,5.81,0,0.57,1.66,1.02,"1,088.93",1.28,17.68,20.64,2.28,2.49,28.19,12.95,39.56,224.90,0,6.29,58.02,0.75,8.76,1.11,0.06,0.02,"1,659,476.25",177.03,"2,222.44",,126.13,61.65,0,0,0,4.90,72.33,0,7.97,34.83,65.17,71.25,"1,659,476.25","1,550,367.04","577,947","-839,342.79","169,226","8,675","192,604",177.03,4.90,0,7.97,"9,374",23.70,15.50,1.54,1.01,17.40,11.38,1.35,0.88,"20,961,928.51","902,005.18",4.33,6.44,"4,714.70",23.24
삼성바이오로직스(주),207940,2018/12,13.51,154.06,-15.61,,0,43.99,4.50,15.32,0,9.39,-32.91,5.42,1.43,27.09,10.39,,41.83,0.99,0.85,,3.41,1.37,,5.51,33.66,,135.49,26.41,,,3.50,2.13,8.57,72.91,89.61,46.15,1.15,0.18,0.83,67.96,4.70,0.24,0.96,14.23,5.97,14.46,0.25,1.81,2.23,0,36.33,96.19,0,0,0,"8,098.02","3,387",,-489.95,"62,502.63","2,412.19",0,841.51,26.38,19.16,35.83,21.33,73.62,69.48,30.52,"2,512.19",105.95,83.55,222.04,179.49,1.12,0,37.23,34.87,"9,656.63",144.32,0.39,43.92,17.10,44.30,26.82,128.51,14.50,14.59,21,3.52,49.97,66.72,24.12,205.17,"1,023.21",627.37,3.22,6.73,0.98,10.96,9,0.08,0.20,0.13,3.24,0.21,68.50,5.33,0.49,0.64,2.09,174.51,6.18,8.33,10.79,8.18,44.65,0.10,0.33,0.21,0,0,"432,348.97",186.52,231.15,,96.68,13.02,716.40,390.30,"2,579.99",7.23,26.04,47.79,80.69,6.98,93.02,51.84,"432,348.97","302,975.84","30,170.38","6,187.40",0,"1,564.80","91,450.56",186.52,7.23,47.79,80.69,"2,318",177.14,82.96,9.60,4.50,0,0,74.09,34.70,"26,427,846.70","147,129.30",27.46,9.29,"2,223.67",179.62
삼성에스디에스(주),018260,2018/12,1.96,15.45,45.57,,44.58,-41.53,6.67,11.80,25.34,-2.17,-0.72,14.28,5.12,23.97,13.11,,10.51,11.97,11.24,,9.02,13.31,,10.67,"1,722.99",,"1,381.53",28.47,,,8.30,12.40,9.94,76.03,86.89,1.59,-0.84,0.04,0,85.62,6.53,0,-0.96,5.86,14.31,74.95,-4.64,"3,487.33","3,487.33",0,75.82,101.99,399.86,2.99,28.94,"65,699.96","6,910",,"12,567.13","56,069.25","13,268.80",1.22,"8,614.97",62.49,0.23,166.61,62.35,37.51,83.69,16.31,"13,364.68",44.82,44.01,422.89,421.91,13.65,0,"9,925.92",0.30,385.22,"14,868.08","2,576.72",19.48,17.66,0,1.83,3.20,47.72,0,0,"1,911.51","999,999,999",83.09,132.69,70.86,45.75,109.81,79.17,"7,976,029.37",12.91,15.69,0,0.86,0.95,1.01,131.40,5.53,23.25,15.70,1.41,1.42,421.94,0.87,841.67,"1,189.40",0,5.81,62.86,2.19,5.20,1.14,0,0.02,"1,300,165.34",102.56,401.02,,42.16,22.94,0,0,0,21.04,139.84,448.45,25.58,22.36,77.64,41.11,"1,300,165.34","747,236.33","290,772.21","-42,663.43","44,143.97",0,"260,676.26",102.56,21.04,448.45,25.58,"12,677",39.09,25.77,4.82,3.17,21.48,14.16,4.11,2.71,"15,258,077.44","927,283.44",18.24,"2,659.01","11,983.84",16.45
삼성엔지니어링(주),028050,2018/12,-4.88,-3.84,0,,0,0,0.18,-5.02,69.78,6.55,-6.29,-10.86,-3.06,7.60,0.12,,0.81,2.94,0.13,,0.85,0.64,,4.22,0.54,,3.55,61.40,,,-1.22,0.14,0.91,92.40,99.88,1.88,-1.98,-0.01,0,98.24,3.65,0.10,-1.77,1.16,14.29,60.41,-2.58,8.51,4.65,0,-5.17,-5.09,0,0,0,"21,825.32",178,,"3,508.35","3,941.85",-15.70,0,26.77,60.44,0,152.80,60.44,39.56,20.63,79.37,84.30,191.71,137.72,84.80,84.80,5.65,0,0,0,298.45,0,0,384.64,345.43,0,39.20,0,-10.83,9.05,43.85,0.17,"999,999,999",-3.84,-0.16,57.70,38.27,87.40,7.35,64.45,5.83,5.46,0,1.04,1.11,5.18,4.37,1.30,10.59,34.47,1.73,1.73,0,0,0,0,0,3.40,107.35,2.61,10.75,0.84,0,0.01,"237,756.24",46.24,831.93,,6.77,33.93,0,0,0,5.94,61.36,806.56,5.56,73.39,26.61,14.65,"237,756.24","85,521.80","174,486.79","-84,769.15","2,311.99","4,729.22","55,475.59",46.24,5.94,806.56,5.56,"5,142",113.94,70.05,5.14,3.16,5.77,3.55,0.93,0.57,"3,675,235.82","60,722.16",1.42,1.97,309.81,60.53
삼성전기(주),009150,2018/12,15.48,53.30,0,,0,4.68,6.17,13.57,176.69,9.57,-6.28,3.65,8.12,26.81,7,,5.59,9.11,7.66,,6.11,10.30,,8.23,102.55,,81.87,23.78,,,4.98,10.87,8.68,73.19,93,0.33,-1.04,0.04,0,92.87,7.20,0,-1.08,5.37,16.37,136.92,-4.41,3.03,3.32,0,7.23,81.83,19.51,1.90,23.83,"73,222.36","4,203",,"9,872.96","48,319.40",962.95,7.89,"5,127.57",38.51,14.16,62.64,33.06,61.49,73,27,"1,025.14",84.23,76.49,196.33,168.52,34.58,0,242.24,28.87,257.16,886.27,94.20,36.99,26.87,45.51,10.12,39.08,18.90,10.10,13.84,23.88,"999,999,999",68.57,9.63,30.51,60.94,74.98,34.39,91.90,9.29,8.90,0,1.09,1.55,1.47,14.64,4.26,16.74,21.80,3.28,3.94,19.55,18.67,64.79,175.94,51.32,7.81,46.75,1.64,2.88,2.12,0.09,0.02,"1,040,021.53",88.73,484.78,,27.10,33.35,0,0,0,19.09,58.59,112.67,18.30,37.58,62.42,30.54,"1,040,021.53","416,761.46","390,872.59","-58,861.63",0,0,"291,249.11",88.73,19.09,112.67,18.30,"11,721",40.55,21.72,3.44,1.84,16.81,9,2.27,1.21,"7,678,721.82","689,152.15",12.13,41.36,"8,880.75",11.14
삼성전자(주),005930,2018/12,12.39,14.09,25.37,,13.94,58.74,14.13,5.23,20.78,3.23,8.51,1.93,-11.69,40.33,25.65,,19.26,21.46,20.95,,15.73,26.93,,20.22,"4,868.94",,"3,656.22",26.09,,,15.41,30.34,22.79,59.67,74.35,0.41,-0.40,0,0.44,74.64,1.51,0,-0.52,11.24,21.89,124.30,-1.45,3.82,3.50,0,10.73,98.83,268.01,1.39,7.33,"1,156,314.49","4,830",,"300,926.34","1,137,986.26","19,174.14",8.92,"296,570.92",36.54,15.54,57.59,30.86,63.46,78.98,21.02,"19,274.14",80.34,79.02,185.51,156.68,3.26,0,200.41,33.72,340.82,908.23,58.80,26.61,24.94,99.58,1.67,7.83,16.85,4.75,6.01,109.95,"999,999,999",78.57,191.74,44.08,78.37,91.31,90.42,400.12,19,24.43,0,0.82,1.18,1.05,189.84,3.68,24.85,14.69,2.27,2.62,16.80,21.72,76.60,129.09,0,6.45,56.57,1.28,2.55,1.43,0,0.02,"60,394,301",586.29,"1,654.02",,318.56,19.17,0,0,0,27.57,94.04,152.78,35.45,3.27,96.73,54.33,"60,394,301","44,398,855","1,974,449","-674,364",0,0,"14,695,361",586.29,27.57,152.78,35.45,"103,011",12.04,0.17,2.36,0.03,8.91,0.13,2.32,0.03,"264,952,109.41","58,394,812",34.27,146.93,"396,302.54",4.54
삼성제약(주),001360,2018/12,-2.12,31.69,0,,0,-11.21,40.75,9.85,0,0,-13.12,9.85,-18.46,14.97,-9.60,,-3.13,-1.78,-2.62,,-0.85,-3.62,,-1.18,-16.54,,-5.39,0,,,-0.83,-3.13,-1.02,85.03,109.60,6.61,0.08,0.09,1.71,102.61,11.13,1.50,0.07,7.44,11.19,74.20,0.08,7.37,4.25,0,-1.49,60.37,0,0,0,833.23,-26,,-115.06,"2,521.08",357.51,0.88,-80.03,49.50,11.03,98.01,44.04,50.50,82.66,17.34,456.98,61.10,59.22,336.19,299.11,3.53,0,182.04,15.70,411.74,399.54,44.21,20.98,17.81,88.35,3.17,7.54,34.77,11.41,13.80,-3.04,-38.09,64.66,3.58,163.35,203.78,329.64,-9.59,-14.58,-1.66,-6.24,-125.47,0.27,0.33,0.38,1.72,0.98,9.04,40.37,0.61,0.71,4.59,79.47,11.79,10.50,30.59,2.76,132.20,0.49,0.58,0.40,0,0.01,"9,317.87",45.01,207.30,,-6.49,27.09,0,0,0,5.79,16.82,169.26,21.71,60.19,39.81,-14.42,"9,317.87","-1,283.98","5,608.40",32.85,454.74,754.85,"3,751.02",45.01,5.79,169.26,21.71,207,0,0,2.38,0.92,0,0,7.20,2.78,"162,889.39",-370.59,-0.86,-0.27,-7.20,0
삼성중공업(주),010140,2018/12,-4.73,9.10,0,,0,23.39,15.83,-34.85,0,-5.31,-2.42,-31.20,-1.15,-2.43,-9.62,,-9.05,-3.29,-3.45,,-3.24,-7.58,,-7.13,-18.18,,-17.10,0,,,-2.60,-3.64,-3.42,102.43,109.62,-2.37,1.79,0.41,0,109.77,1.33,0.13,1.33,4.01,6.88,71.22,1.17,4.07,3.27,0,0,67.14,0,0,0,"8,670.35",-820,,293.62,"11,709.59",139.17,0.99,-834.45,51.27,20.65,105.21,40.68,48.73,48.03,51.97,208.38,101.46,85.71,118.83,94.29,12.59,0,28.05,130.30,65.17,39.82,43.04,108.21,89.83,76.02,18.38,108.63,8.12,19.25,40.08,-4.33,-5.70,32.08,1.39,139.36,139.93,269.31,4.06,10.96,2.11,5.99,-5.38,0.36,0.38,0.79,1.89,0.66,7.80,46.81,0.72,0.89,3.68,99.21,5.24,14.59,208.52,14.72,24.80,0.71,0.90,0.37,0.09,0.01,"-136,775.53",-13.52,476.48,,-43.13,8.53,0,0,0,-1,-2.62,-21.25,-2.84,0,0,0,"-136,775.53","-577,933.45","86,282.46","86,200.06",0,"8,434.45","260,240.95",-13.52,-1,-21.25,-2.84,"10,114",0,0,0.85,0.51,33.92,20.20,1.15,0.68,"6,422,149.97","-203,555.71",-4.22,-1.90,-366.23,0
삼신,011540,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼아알미늄(주),006110,2018/12,0.27,0.84,59.03,,"2,127.95",3.90,1.34,9.76,28.19,2.23,3.94,7.37,13.25,9.56,3.66,,1.84,2.90,2.84,,1.43,5.24,,2.64,99.99,,50.33,23.12,,,2.53,2.93,1.47,90.44,96.34,-1.31,1.42,0.46,0.01,97.69,2.65,0.04,1.43,4.80,10.18,148.97,2.40,3.55,3.55,0,23.80,94.79,20,1.04,39.74,"13,656.14",252,,465.54,"9,501.80","1,821.07",0.03,499.97,37.55,50.89,60.12,18.44,62.45,53.78,46.22,"1,921.07",116.12,101.66,97.36,47.81,2.94,0,74.98,0,301.21,288.43,24.89,85.93,71.70,92.27,14.23,0,-1.02,32.36,60.17,2.44,2.66,50.99,18.21,48.90,80.13,124.97,4.78,6.82,2.21,2.89,2.57,0.78,0.80,1.43,27.31,1.69,14.01,26.05,2.05,4.10,4.08,89.50,15.15,7.75,22.25,5.31,68.69,1.25,1.33,1.02,0,0.01,"16,890.69",61.42,546.25,,10.07,14.40,0,0,0,8.60,15.27,49.74,11.24,23.45,76.55,16.39,"16,890.69","3,539.07","3,960.64","2,136.65",5.58,61.50,"7,187.26",61.42,8.60,49.74,11.24,275,26.74,12.34,0.71,0.33,14.46,6.67,0.49,0.23,"107,660.04","12,686.92",8.45,5.62,"1,153.36",8.49
삼양식품(주),003230,2018/12,-3.39,2.22,25.77,,26.76,5.05,15.70,2.22,32.84,-1.48,1.33,3.75,12.15,25.38,11.03,,7.36,14.48,13.31,,8.88,24.59,,16.42,135.88,,90.70,34.25,,,8.09,15.86,10.58,74.62,88.97,0.05,-0.65,0.23,1.24,89.14,7.04,0.13,-0.72,1.96,8.06,69.43,-1.72,2.87,2.52,0,75.41,81.64,8,1.35,8.82,"61,619.30","4,535",,"4,555.34","28,860.91",492.71,0,"6,794.24",29.46,18.39,41.76,24.04,70.54,57.60,42.40,592.71,122.46,109.47,82.84,67.61,36.88,0,184.72,0,83,602.11,222.55,73.60,61.73,99.90,11.86,0,-6.10,13.12,22.78,35.06,"999,999,999",47.89,4.93,24.33,58.51,71.93,23.47,75.82,9.95,8.31,0,1.21,1.44,2.23,12.32,2.63,8.34,43.77,4.11,5.02,22.66,16.11,63.41,59.33,0,12.02,30.36,1.71,2.15,1.74,0.04,0.37,"86,914.63",59.17,315.98,,23.26,20.23,0,0,0,22.43,41.67,165.86,18.72,34.19,65.81,39.31,"86,914.63","51,429.35","29,719.80","-3,038.60",0,528.87,"8,275.20",59.17,22.43,165.86,18.72,"1,469",25.91,11.05,4.07,1.74,25.79,11,1.91,0.81,"400,470.22","59,456.28",12.81,40.73,"7,892.76",6.74
삼양타이어(주),029180,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼양통상(주),002170,2018/12,3.18,8.17,4.73,,7.50,-34.73,8.39,8.87,4.35,-5.84,1.35,15.62,11.73,19.20,16.87,,14.38,11.29,9.87,,8.41,11.14,,9.49,205.52,,175.17,24.27,,,7.09,11.61,9.90,80.80,83.13,2.07,-2.26,-0.27,0,81.79,1.72,0.05,-2.65,2.26,13.60,158,-11.55,2.77,2.57,100,70.65,95.39,14.79,0.77,8.45,"60,913.70","8,773",,"14,320.97","94,939.70","1,830.88",0,"10,275.97",71.03,18.97,245.14,57.55,28.97,89.50,10.50,"1,919.41",32.37,31.48,893.38,723.89,4.09,0,112.55,21.36,"1,646.13",355.22,6.84,11.73,8.88,0,2.85,4.04,63.08,3.67,4.10,94.05,"999,999,999",85.37,18.31,120.31,50.67,150.50,106.69,305.05,11.20,19.72,0,0.58,0.69,0.66,12.18,5.12,42.16,8.66,0.83,1.11,3.33,109.62,11.38,19.78,7.59,4.07,89.75,1.97,4.09,0.74,0,0.01,"37,169.09",135.65,666.94,,95.89,9.76,0,0,0,11.55,81.91,464.12,20.34,7.20,92.80,70.69,"37,169.09","34,615.33","2,675.41","-4,121.68",401.33,81.85,"3,516.86",135.65,11.55,464.12,20.34,274,5.41,4.33,0.50,0.40,3.31,2.65,0.78,0.62,"130,566.76","34,344.78",18.79,104.78,"11,448.26",3.80
삼영무역(주),002810,2018/12,-0.13,24.77,-31.99,,257.45,17.91,19.07,3.72,-29.31,0,4.57,3.72,-4.68,6.54,2.06,,19.57,20.49,1.77,,16.80,2.06,,19.58,66.85,,634.42,18.13,,,-1.93,2.49,23.62,93.46,97.94,21.84,-21.81,-0.02,0,80.48,1.93,0,-22.14,0.18,11.18,0,-131.62,0,0,0,85.69,95.42,66.27,1.88,9.35,"16,211.92","3,191",,405.29,"17,157.95","3,439.28",0,334.25,66.22,5.81,196.06,62.38,33.78,86.43,13.57,"3,522.18",39.08,37.80,621.72,585.59,8.12,0,438.74,6.92,226.89,549.72,193.37,15.71,12.32,0,3.38,5.26,55.57,0,0,"999,999,999","999,999,999",84.39,34.39,74.97,41.53,91.08,7.52,0,1.02,1.28,0,0.86,1.21,1,32.42,6.03,9.89,36.91,1.33,1.42,22.38,16.31,30.52,0,0,4.36,83.70,2.41,14.49,1.14,0.06,0.02,"11,140.02",168.79,"4,044.78",,791.42,77.09,0,0,0,3.32,60.66,"557,001,000",4.17,45.68,54.32,468.88,"11,140.02","63,801.36","5,088.26","-58,223.37",0,0,473.77,168.79,3.32,"557,001,000",4.17,66,6.42,3.99,1.19,0.74,50.21,31.21,1.26,0.78,"213,318.11","5,977.67",2.24,0,363.02,35.69
삼영전자공업(주),005680,2018/12,2.24,2.90,17.93,,7.59,35.40,2.03,7.74,16.03,-4.19,1.78,12.45,1.47,11.12,4.23,,6.30,3.26,1.94,,2.89,2.03,,3.03,88.82,,132.34,25.92,,,1.58,2.18,3.25,88.88,95.77,4.03,-2.87,0.31,0,92.14,3.45,0.25,-2.96,2.52,7.22,218.01,-28.71,11.87,8.68,0,3.31,97.73,50,1.13,37.78,"10,508.38",662,,472.24,"21,808.24","4,312.18",0.28,444.08,59.90,12.52,149.37,52.40,40.10,95.23,4.77,"4,412.18",42.11,41.99,"1,328.98","1,162.64",5.23,0,86.89,13.54,276.31,457.49,31.45,5.01,4.73,0,0.28,0.48,55.39,0.03,0.04,466.55,"999,999,999",93.07,43.12,130.20,87.63,195.87,48.60,"6,702.02",2.32,5.11,0,0.46,0.52,0.48,21.02,10.02,22.26,16.40,0.77,0.86,6.96,52.44,31.95,11.16,81.66,7.03,51.89,1.14,1.54,0.72,0,0.01,"23,984.06",37.42,327.87,,20.65,10.94,0,0,0,5.18,18.17,0,11.41,29.25,70.75,55.18,"23,984.06","17,353.59","7,014.56","-6,022.47",0,511.44,"5,126.94",37.42,5.18,0,11.41,641,27.50,15.26,0.83,0.46,38.54,21.39,1.73,0.96,"222,637.04","14,008.59",6.67,735.86,700.43,15.89
삼영화학공업(주),003720,2018/12,-11.58,-4.25,0,,0,19.78,-13.64,2.12,0,-7.87,-11.70,10.85,-11.43,6.73,-5.95,,-7.67,-6.03,-6.24,,-8.05,-10.79,,-13.92,-31.41,,-40.52,0,,,-7.79,-6.34,-8.18,93.27,105.95,-1.64,0.25,0.01,0.10,107.54,1.59,0.24,0.23,6.55,17.11,119.51,0.62,2.51,2.41,0,-15.91,60.44,0,0,0,"2,641.33",-203,,-69.70,"1,347.85",169.84,3.04,-157.06,50.62,21.19,102.49,39.89,49.38,55.95,44.05,269.76,88.27,72.35,159.47,125.68,7.74,0,275.60,56.82,273.17,973.17,100.89,78.73,56.73,93.09,22,65.22,18.88,19.63,35.09,-13.21,-29.44,35.23,1.70,47.22,48.06,90.54,-8.41,-18.88,-3.71,-3.38,-23.86,1.05,1.07,1.81,5.28,2.49,9.24,39.50,2.12,2.62,11.14,32.78,32.91,55.23,"12,453.93",3.88,94.19,2.08,2.25,1.28,0.17,0.01,"1,773.30",8.91,451.28,,-34.62,7.75,0,0,0,2.16,4.76,7.20,1.97,86.94,13.06,-388.50,"1,773.30","-6,813.54","1,541.77",223.81,214.55,236.20,"6,370.50",8.91,2.16,7.20,1.97,199,0,0,0.96,0.50,0,0,0.49,0.26,"41,063.52","1,030.50",1.15,2.55,30.31,39.85
삼익건설(주),002180,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼익티에이치케이(주),004380,2018/12,23.29,10.75,-27.02,,-35.88,30.95,3.73,-23.72,-18.29,2,22.28,-25.22,-4.43,19.80,9.01,,6.40,7.76,7.69,,5.46,13.81,,9.80,242.88,,172.43,27.25,,,5.70,8.75,6.21,80.20,90.99,-0.63,0.28,-0.48,0.54,91.68,7.21,0.45,0.30,4.25,12.73,112.24,0.54,1.04,1.28,0,23.84,94.87,59.14,3.30,34.30,"13,479.39",875,,"1,009.10","8,597.85","1,700.04",0.38,"1,214.40",49.01,52.71,96.13,23.18,50.99,52.72,47.28,"1,791.05",96.71,72.39,165.78,78.40,19.86,0,50.73,132.83,123.40,98.06,41.11,89.69,56.08,45.14,33.60,91.09,19.45,27.67,52.49,24.90,31.10,50.04,17,58.77,58.40,113.77,18.54,31.68,8.77,11.05,32.37,0.85,0.97,1.53,26.96,1.93,7.90,46.19,1.70,3.33,3.48,104.79,6.85,16.96,14.78,5.42,67.38,1.71,1.83,1.07,1,0.01,"56,026.76",91.70,463.29,,29.63,30.88,0,0,0,15.71,38.90,171.59,19.79,33.67,66.33,32.32,"56,026.76","23,714.11","18,865.55",787.89,383.24,"1,173.58","11,102.39",91.70,15.71,171.59,19.79,611,33.75,11.04,3.38,1.11,28.84,9.43,2.16,0.71,"269,159.69","36,604.78",12.93,35.74,"1,743.08",7.35
삼일제약(주),000520,2018/12,-13.28,10.05,0,,0,45.09,9.80,2.86,-29.28,3.48,8.87,-0.60,0.74,36.49,-6.07,,-9.08,-3.99,-4.04,,-6.05,-10.65,,-15.95,-95.21,,-142.54,0,,,-4.41,-4.55,-6.82,63.51,106.07,-2.57,2.46,-0.03,3.83,108.60,17.21,0.41,2.26,3.59,6.80,84.22,2.64,3.59,3.74,0,1.38,93.40,9.39,1.09,0,"17,116.63","-1,619",,-262.13,"9,810.15",803.12,2.32,"-1,038.62",38.54,41.94,62.72,22.38,61.46,38.04,61.96,863.66,161.58,144.85,66.95,38.87,1.34,0,97.46,0,251.66,154.01,38.73,162.91,151.36,0,11.55,0,-19.03,45.20,118.83,-2.39,-2.51,35.37,8.03,57.67,92.42,131.87,1.37,1.88,0.85,1.33,-2.47,0.67,0.75,1.76,15.69,1.07,10.31,35.39,1.73,2.76,4.67,78.13,7.24,18.63,54.60,3.36,108.49,1.08,1.40,0.77,0,0.01,"16,415.83",39.46,226.30,,-20.56,42.47,0,0,0,11.12,26.39,235.40,17.44,107.62,-7.62,-52.10,"16,415.83","-8,130.94","17,666.49","2,317.38",453.51,424.35,"3,685.05",39.46,11.12,235.40,17.44,416,0,0,6.50,0.85,0,0,3.73,0.49,"199,843.77","-2,027.37",-2.15,-0.85,-368.61,0
