회사명,거래소코드,회계년도,유형자산증가율,유동자산증가율,영업이익증가율,경상이익증가율 (2007년 이전 발생),순이익증가율,재고자산증가율,자기자본증가율,매출액증가율,종업원1인당 부가가치증가율,종업원수증가율,비유동자산증가율,종업원1인당 매출액증가율,종업원1인당 인건비증가율,매출액총이익률,매출액영업이익률,매출액경상이익률 (2007년 이전 발생),매출액순이익률,총자본사업이익률,총자본영업이익률,총자본경상이익률 (2007년 이전 발생),총자본순이익률,자기자본영업이익률,자기자본경상이익률 (2007년 이전 발생),자기자본순이익률,자본금영업이익률,자본금경상이익률 (2007년 이전 발생),자본금순이익률,조세 대 조세차감전순이익률,기업경상이익률 (2007년 이전 발생),투자수익률 (2007년 이전 발생),기업순이익률,경영자본영업이익률,경영자본순이익률,매출원가 대 매출액비율,영업비율,영업외손익률,금융비용부담률,외환이익 대 매출액비율,광고선전비 대 매출액비율,수지비율,인건비 대 총비용비율,조세공과 대 총비용비율,금융비용 대 총비용비율,감가상각비 대 총비용비율,감가상각률,누적감가상각률,이자부담률,지급이자율,차입금평균이자율,사내유보율,사내유보 대 자기자본비율,적립금비율(재정비율),평균배당률,자기자본배당률,배당성향,1주당매출액(원),EPS(Earning Per Share)(원),1주당경상이익 (2007년 이전 발생)(원),CPS(Cash flow Per Share)(원),BPS(Book-value Per Share)(원),유보율,R & D 투자효율,1주당영업이익(원),유동자산구성비율,재고자산 대 유동자산비율,유동자산 대 비유동자산비율,당좌자산구성비율,비유동자산구성비율,자기자본구성비율,타인자본구성비율,자기자본배율,비유동비율,비유동장기적합률,유동비율,당좌비율,현금비율,원재료비율,매출채권비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,"매출채권 대 상,제품비율",매입채무 대 재고자산비율,부채비율,유동부채비율,단기차입금 대 총차입금비율,비유동부채비율,비유동부채 대 순운전자본비율,순운전자본비율,차입금의존도,차입금비율,이자보상배율(이자비용),이자보상배율(순금융비용),유보액대비율,유보액 대 납입자본배율,유동자산집중도,비유동자산집중도,투자집중도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,영업이익대비이자보상배율,총자본회전률,경영자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,매입채무회전기간,유동자산회전률,당좌자산회전률,재고자산회전률,재고자산회전기간,"상품,제품회전률","원,부재료회전률",재공품회전률,매출채권회전률,매출채권회전기간,비유동자산회전률,유형자산회전율,순운전자본회전률,운전자본회전률,1회전기간,부가가치(백만원),종업원1인당 부가가치(백만원),종업원1인당 매출액(백만원),종업원1인당 경상이익 (2007년 이전 발생)(백만원),종업원1인당 순이익(백만원),종업원1인당 인건비(백만원),노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,부가가치(백만원),법인세비용차감전(계속사업)손익(백만원),인건비(백만원),금융비용(백만원),임차료(백만원),조세공과(백만원),감가상각비(백만원),종업원1인당 부가가치(백만원),총자본투자효율,기계투자효율,부가가치율,종업원수,PER(Price earnings ratio)(최고),PER(Price earnings ratio)(최저),PBR(Price book-value ratio)(최고),PBR(Price book-value ratio)(최저),PCR(Price cash-flow ratio)(최고),PCR(Price cash-flow ratio)(최저),PSR(Price sales ratio)(최고),PSR(Price sales ratio)(최저),기업가치(EV)(백만원),EBITDA(백만원),EBITDA/매출액(%),EBITDA/금융비용(배),EBITDA/평균발행주식수(백만원),EV/EBITDA(배)
(주)에이엔피,015260,2019/12,-17.96,-13.28,0,,0,-20.92,-11.23,0.34,691.64,-9.76,-13.56,11.19,15.78,-0.37,-5.62,,-5.44,-3.91,-4.06,,-3.93,-8.50,,-8.22,-12.93,,-12.51,0,,,-2.50,-5.02,-4.85,100.37,105.62,0.18,1.97,-0.13,0,105.12,3.23,0.03,1.77,5.79,11.87,100.22,2.73,4.16,3.79,0,-26.55,36.19,0,0,0,"1,150.21",-62,,-10.48,703.58,43.09,0,-64.65,27.67,40.79,38.26,16.38,72.33,48.43,51.57,143.09,149.34,101.74,95.72,56.67,13.17,0,97.91,0,484.32,175.84,20.22,106.47,59.69,51.54,46.78,0,-1.24,40.90,84.45,-2.58,-1.75,14.59,0.43,38.26,100.18,101.89,-1.51,-1.91,-0.78,-1,-2.85,0.72,0.89,1.51,2.30,1.38,30.14,12.11,2.61,4.58,6.09,59.92,10.99,42.59,22.66,6.90,52.91,1,1.39,1.33,0,0.01,"6,314.44",17.07,257.35,,-13.99,9.28,0,0,0,5.16,10.21,36.52,6.63,54.36,45.64,-81.99,"6,314.44","-5,177.43","3,432.28","1,880.58",0,28.34,"6,150.68",17.07,5.16,36.52,6.63,370,0,0,0.87,0.45,0,0,0.53,0.28,"74,540.41",798.90,0.84,0.38,9.65,93.30
(주)에이치비이에너지,017300,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)에이프로젠케이아이씨,007460,2019/12,-35.91,-5.64,114.72,,0,71.36,43.24,0.81,-41.31,-1.12,26.86,1.95,27.12,15.86,6.02,,-17.64,1.28,0.70,,-2.06,1.24,,-3.63,4.94,,-14.46,0,,,-0.36,1.83,-5.35,84.14,93.98,-23.91,14.56,0.28,0,110.72,2.65,0.10,7.88,2.60,13.14,0,3.92,6.75,6.24,0,-10.92,82.91,0,0,0,333.43,-65,,-10.34,"1,909.41",275.19,3.42,20.07,28.54,5.92,39.94,26.85,71.46,62.28,37.72,375.19,114.74,110.12,81.29,76.47,31.15,0,106.83,0,951.51,217.20,11.23,60.57,56.37,87.28,4.20,0,-6.57,31.53,50.62,0.31,-0.23,45.68,2.75,270.33,587.69,318.47,-0.84,-1.01,-0.32,-2.93,0.41,0.12,0.30,0.21,0.82,0.27,57.58,6.34,0.37,0.39,8.12,44.94,26.15,12.96,0,6.66,54.76,0.17,1.83,0.19,0,0.01,"3,308.27",37.59,572.11,,-100.89,28.05,0,0,0,0.71,15.62,59.04,6.57,74.63,25.37,-268.37,"3,308.27","-9,007.74","2,468.82","7,331.21",6.04,96.43,"2,413.50",37.59,0.71,59.04,6.57,88,0,0,4.16,0.90,0,0,23.81,5.13,"522,274.76","5,443.98",10.81,0.55,36.05,95.94
(주)에프앤에프,007700,2019/12,16.15,34.79,74.32,,11.08,8.03,25.33,37.01,16.87,-1.16,35.07,38.61,9.68,66.96,17.97,,13.38,28.18,27.79,,20.69,36.12,,26.90,"2,065.59",,"1,537.96",26.87,,,20.43,32.39,24.11,33.04,82.03,0.18,-0.17,0.01,1.74,81.96,2.36,0.18,-0.21,2.71,18.37,36.64,-1.15,4.12,8.24,0,23.91,99.83,199.19,3.13,12.95,"57,475.18","7,692",,"9,685.29","30,566.92","6,350.26",0,"10,327.93",57.67,43.41,136.22,32.63,42.33,74.51,25.49,"6,361.05",56.81,54.48,258.68,146.39,4.57,0,60.07,70.77,178.39,60.66,33.67,34.21,29.92,36.48,4.29,9.03,35.37,4.04,5.43,228.50,"999,999,999",74.39,63.50,37.30,27.36,65.56,52.73,332.24,13.44,9.98,0,1.55,1.80,2.01,114.95,6.71,19.11,19.10,2.68,5.15,5.59,65.33,5.63,"479,738.62","1,383.81",9.58,38.12,3.66,6.16,1.96,0,0.01,"211,171.66",617.46,"2,588.06",,346.27,50.37,0,0,0,32.13,136.82,0,23.86,8.16,91.84,56.08,"211,171.66","160,665.02","17,227.11","-1,522.15","13,719.59","1,279.27","19,802.82",617.46,32.13,0,23.86,342,15.93,4.75,4.01,1.19,12.65,3.77,2.13,0.64,"1,734,046.50","178,852.95",20.21,256.95,"11,613.83",9.70
(주)엔씨소프트,036570,2019/12,20.19,31.14,-18.22,,-29.86,167.66,3.33,-0.26,-27.81,8.59,-11.12,-8.15,4.34,0,36.50,,20.15,19.53,18.36,,10.14,22.62,,12.49,"5,075.34",,"2,802.19",30.70,,,9.17,27.99,15.45,0,63.50,-7.80,-1.93,2.38,6.49,73.16,14.79,0.49,-2.46,3.02,13.85,0,-5.15,2.20,2.88,0,94.27,112.96,979.96,4.30,34.98,"69,525.71","14,927",,"21,612.21","107,983.92","26,621.40",18.63,"25,376.37",60.76,0.09,154.86,60.71,39.24,78.57,21.43,"22,798.96",49.94,44.08,553.01,552.50,6.26,0,"15,780.69",0.11,0,0,0,27.27,13.98,4.06,13.29,20.98,49.78,8.89,11.31,89.36,"999,999,999",91.74,266.21,111.78,87.03,147.43,65.28,157.41,13.99,29.20,0,0.50,0.77,0.62,139.05,2.67,0,0,0.89,0.90,"1,267.34",0.29,0,0,0,6.63,55.04,1.15,6.24,0.74,0,0.02,"627,767.44",167.18,406.36,,81.89,47.01,71.11,9.45,848.25,19.71,235.10,"1,769.95",41.14,28.12,71.88,48.98,"627,767.44","437,842.73","176,515.79","-29,415.93",916.10,"5,884.63","36,024.11",167.18,19.71,"1,769.95",41.14,"3,755",40.18,30.30,5.21,3.93,26.05,19.64,8.10,6.11,"12,039,104.83","592,954.38",38.86,95.14,"27,017.79",20.30
(주)엔아이스틸,008260,2019/12,0.39,34.08,-26.67,,-37.11,44.24,4.31,-1.66,-5.94,0.52,0.83,-2.17,7.66,15.80,8.16,,4.33,4.81,4.81,,2.55,11.13,,5.91,84.53,,44.88,24.88,,,3.90,4.90,2.60,84.20,91.84,-2.47,2.28,-0.13,0.04,94.33,2.66,0.08,2.41,11.74,9.62,44.50,2.37,2.79,2.90,100,71.98,81.25,10,1.29,22.28,"5,182.65",224,,501.68,"3,807.46",675.41,0,422.65,19.86,43.24,24.78,11.27,80.14,42.87,57.13,775.41,186.96,157.71,40.38,22.92,3.90,0,120.29,0,321.08,388.99,37.47,133.28,114.74,88.52,18.55,0,-29.33,46.91,109.44,3.58,3.50,37.34,6.75,30.25,139.28,171.56,15.49,18.86,8.85,15.44,3.58,0.59,0.60,1.36,10.37,1.04,16.06,22.72,3.31,5.69,7.88,46.31,23.61,11.83,0,6.12,59.68,0.72,0.74,0.93,0,0.01,"32,547",167.77,764.04,,33.08,19.21,"1,033.46",41.24,"1,333.38",12.58,16.23,406.79,21.96,11.45,88.55,19.72,"32,547","8,428.12","3,725.92","3,376.15",427.92,115.42,"16,473.47",167.77,12.58,406.79,21.96,194,13.50,9.27,0.80,0.55,6.04,4.15,0.58,0.40,"182,553.54","28,561.31",19.27,8.45,998.64,6.39
(주)엔에스쇼핑,138250,2019/12,-13.73,37.92,-32.55,,-40.65,34.16,3.97,3.71,-17.17,-5.58,3.82,9.84,3.68,90.76,10.97,,5.55,6.42,6.26,,3.17,10.83,,5.49,316.21,,160.17,42.81,,,3.88,23.71,12.01,9.24,89.03,-2.63,1.24,-0.15,1.51,91.72,7.89,1.48,1.34,3.11,11.97,28.54,1.68,2.62,2.84,0,98.08,99.78,29.45,0.99,18.39,"14,417.33",816,,927.61,"14,128.98","2,935.58",0,"1,581.05",10.75,5.32,12.04,10.18,89.25,57.11,42.89,"2,976.79",156.29,102.11,85.33,80.79,48.02,0,266.57,0,"1,157.99",266.57,23.02,75.12,22.06,6.80,53.06,0,-1.85,32.19,56.37,7.20,7.73,56.31,29.36,16.76,158.38,46.93,10.21,13.61,4.38,7.92,8.85,0.57,2.16,0.99,28.83,1.35,314.08,1.16,5.97,6.31,110.86,3.29,110.86,0,0,43.75,8.34,0.63,4.42,2,0,0.10,"103,196.24",243.96,"1,148.48",,63.79,83.72,0,0,0,11.75,101.26,"3,229.93",21.24,34.31,65.69,26.15,"103,196.24","40,518.29","35,411.46","6,023.08",597.32,"6,664.13","13,981.98",243.96,11.75,"3,229.93",21.24,423,18.23,11.24,1.03,0.64,15.74,9.70,1.01,0.62,"555,827.49","67,257.20",13.84,9.09,"1,996",8.26
(주)엔케이,085310,2019/12,-19.21,-40.27,0,,0,-44.89,-29.13,16.78,0,-25.34,-28.16,56.42,65.89,5.94,-8.61,,-35.90,-4.63,-4.71,,-19.66,-7.02,,-29.28,-18.99,,-79.23,0,,,-18.65,-5.82,-24.30,94.06,108.61,-27.17,1.84,0.71,0,133.62,2.89,0,1.29,4.65,10.95,55.49,3.07,8.15,5.79,0,-38.52,73.88,0,0,0,"1,103.48",-402,,-78.20,"1,052.54",140.90,0,-94.96,24.47,13.26,32.39,21.22,75.53,68.52,31.48,224.46,110.23,104.31,88.68,76.92,14.90,0,435.53,0,191.85,"1,194.04",227.02,45.94,40.26,89.73,5.67,0,-3.12,16.47,24.04,-4.32,-18.44,43.02,1.41,48.56,134.08,119.21,-16.40,-31.33,-5.16,-7.66,-4.68,0.55,0.68,0.82,2.21,1.67,8.66,42.17,2.06,2.39,14.76,24.73,40.40,32.69,80.69,5.04,72.49,0.75,1.22,0.99,0.09,0.02,"-20,487.61",-187.96,809.72,,-290.68,33.29,0,0,0,-15.64,-31.64,-155.46,-23.21,0,0,0,"-20,487.61","-31,576.07","3,629.04","1,623.95",0,0,"5,835.47",-187.96,-15.64,-155.46,-23.21,109,0,0,2.31,0.91,0,0,2.20,0.87,"107,181.52","-1,759.95",-1.99,-1,-22,0
(주)엔케이물산,009810,2019/12,-24.86,15.67,0,,0,-96.67,-1.36,34.41,0,-11.76,-24.24,52.33,15.10,4.44,-15.55,,-30.60,-2.08,-2.82,,-5.55,-2.91,,-5.72,-3.31,,-6.52,0,,,-6.18,-4.89,-9.63,95.56,115.55,-15.06,-3.47,1.43,0.02,128.06,8.52,0.06,-2.48,1.47,53.81,346.98,-20.68,54.45,9.11,0,-77.52,10.47,0,0,0,108.01,-33,,4.05,571.63,11.55,0,-16.79,61.07,0.25,156.85,60.91,38.93,98.31,1.69,111.55,39.60,39.42,"4,912.85","4,900.37",74.29,0,"5,293.28",0.26,"3,056.09","5,293.25",173.20,1.72,1.26,57.89,0.45,0.75,59.82,0.47,0.48,-26.76,"999,999,999",10.18,0.12,307.64,244.03,340.52,138.60,499.41,2.34,12.65,0,0.18,0.31,0.19,0.21,5.96,137.72,2.65,0.33,0.34,7.68,47.50,238.54,0,7.94,2.09,174.96,0.41,150.24,0.31,0,0,"-1,757.76",-117.18,584.99,,-179.04,69.65,0,0,0,-3.71,"-3,507.40",0,-20.03,0,0,0,"-1,757.76","-2,685.53","1,044.69",-304.36,0,6.78,180.66,-117.18,-3.71,0,-20.03,15,0,0,3.13,1.12,442.10,157.82,16.57,5.92,"45,239.05","-1,183.61",-13.49,-23.22,-14.57,0
(주)엘에스,006260,2019/12,-0.79,129.19,-77.95,,-71.46,0,55.16,-64,-56.22,-7.79,49.11,-60.96,24.59,0,51.96,,59.28,1.64,1.56,,1.78,1.72,,1.96,28.11,,32.08,10.68,,,1.89,27.60,31.49,0,48.04,14.42,3.87,0.20,3.48,46.26,42.41,0,6.77,8.84,10.81,43.64,1.20,2.84,3.20,0,37.48,98.10,25.01,1.26,77.96,"2,705.28","1,860",,"2,432.83","97,894.66","1,933.85",0,"1,405.56",4.09,0,4.27,4.09,95.91,91.25,8.75,"1,985.31",105.11,97.96,195.49,195.49,4.91,0,0,0,0,0,0,9.59,2.29,1.12,7.30,333.26,2,5.94,6.51,7.74,18.16,88.88,19.34,118.15,"3,221.65",239.21,43.57,64.22,3.81,153.35,13.43,0.03,0.53,0.03,0.54,0.31,0,0,0.85,0.85,0,0,0,0,0,0,0,0.03,1.85,0.34,0,0,"86,812","1,222.70","1,226.90",,727.35,297.32,0,0,0,2.48,185.06,0,99.66,24.32,75.68,59.49,"86,812","57,818","21,110","3,369",116,0,"4,399","1,222.70",2.48,0,99.66,71,38.16,24.72,0.63,0.41,25.16,16.30,22.62,14.66,"1,740,141","49,658",57.01,8.49,"1,542.17",35.04
(주)엘에스네트웍스,000680,2019/12,0.35,10.02,0,,0,3.86,-8.95,5.91,-148.34,1.06,-1.21,4.80,2.08,37.44,-7.62,,-19.10,0.08,-1.61,,-4.03,-3.73,,-9.36,-4.20,,-10.55,0,,,-3.59,-6.46,-16.21,62.56,107.62,-11.75,2.06,-0.38,2.93,117.56,4.73,0.08,1.59,5.24,45.76,48.31,0.76,4.71,4.72,0,12.88,12.96,0,0,0,"2,759.96",-566,,-256.94,"5,336.89",13.93,0,-210.21,19.04,48.85,23.52,9.74,80.96,40.87,59.13,107.45,198.09,95.29,126.64,64.77,10.08,0,43.98,232.22,314.28,44.73,13.99,144.68,36.79,9.10,107.89,"1,100.74",4.01,44.84,109.71,-0.76,-8.41,5.30,0.14,86.56,387.93,124.50,-2.35,-3.09,-1.39,-6.61,-3.70,0.21,0.85,0.49,0.55,0.37,16.21,22.52,1.16,2.32,2.30,158.71,2.32,0,0,5.32,68.59,0.26,4.78,0.60,0,0,"-7,215.01",-37.77,"1,138.93",,-217.59,69.84,0,0,0,-0.70,-15.83,-178.20,-3.32,0,0,0,"-7,215.01","-42,129.28","13,338.69","4,476.06","2,107.30",219.73,"14,772.49",-37.77,-0.70,-178.20,-3.32,191,0,0,0.70,0.41,0,0,1.35,0.79,"626,709.54","-1,796.28",-0.83,-0.08,-22.79,0
(주)엘에프,093050,2019/12,20.42,-13.44,-18.44,,-13.54,-5.36,4.80,-0.67,-7.04,4.93,40.57,-5.34,2.89,59.97,6.43,,5.26,6.12,5.71,,4.67,7.44,,6.09,61.85,,50.57,22.49,,,4.51,7.14,5.84,40.03,93.57,0.35,-0.18,-0.01,2.87,93.35,7.78,0,-0.19,3.39,19.15,87.36,-0.68,1.77,2.45,0,70.57,88.98,10,1.18,19.78,"48,059.47","2,528",,"4,246.96","40,031.29",750.33,0,"3,092.51",43.93,41.56,78.34,25.67,56.07,74.81,25.19,850.33,74.95,64.57,333.80,195.08,25.78,0,33.12,59.33,196.34,37.53,16.87,33.67,17.59,28.96,16.08,39.10,30.77,13.79,18.44,22.26,"999,999,999",66.01,7.50,55.98,56.74,89.24,30.16,55.07,7.60,8.98,0,0.89,1.11,1.16,9.61,3.81,22.31,16.36,1.79,2.96,4.50,81.03,5.12,50.93,0,13.10,27.86,1.76,3.76,1.43,0,0.01,"508,167.12",467.93,"1,293.98",,68.07,95.90,0,0,0,30.58,124.65,0,36.16,20.49,79.51,14.55,"508,167.12","95,371.48","104,145","-2,509.26","265,752",0,"45,407.90",467.93,30.58,0,36.16,"1,086",10.90,6.72,0.69,0.42,6.49,4,0.57,0.35,"582,002.43","135,832.80",9.67,33.44,"4,645.44",4.28
(주)엘지,003550,2019/12,27.79,107.75,17.85,,5.16,0,2.51,15.51,-8.76,30.30,-1.99,-11.35,-12.07,0,73.60,,66.44,6.90,6.81,,6.15,6.99,,6.31,73.21,,66.09,12.56,,,6.06,95.51,86.22,0,26.40,1.55,-0.90,0,9.08,26.55,20.27,3.08,-3.33,10.45,34.43,25.29,-3.30,87.99,175.98,0,6.20,90.20,43.99,4.15,66.57,"4,973.35","3,305",,"3,364.99","50,733.07",960.90,0,"3,660.59",8.62,0,9.44,8.62,91.38,97.38,2.62,"1,060.63",93.84,92.89,529.36,529.36,18.19,0,0,0,0,0,0,2.69,1.67,50.63,1.02,14.20,7,0.01,0.01,"1,689.75","999,999,999",88.22,9.61,69.95,"1,010.77",102.15,191.91,"54,971.15",5.03,55.12,0,0.09,1.30,0.09,0.99,3.64,0,0,1.43,1.43,0,0,0,0,0,0,0,0.10,21.15,1.15,0,0,"729,724","4,242.58","5,085.30",,"3,378.84",280.02,0,0,0,7.62,"1,572.88",0,83.43,6.60,93.40,79.64,"729,724","657,320","48,164","-7,912",0,"7,322","24,830","4,242.58",7.62,0,83.43,172,24.06,20.06,1.57,1.31,23.63,19.70,15.99,13.33,"12,748,402.38","668,625",76.44,"1,754.92","3,801.77",19.07
(주)엘지상사,001120,2019/12,-31.83,-4.63,0,,0,4.52,6.46,6.07,-62.42,-1.51,-6.79,7.69,-6.84,4.36,-0.37,,1.91,0.24,-0.44,,2.25,-0.98,,5.03,-5.91,,30.38,0,,,2.71,-1.41,7.24,95.64,100.37,-0.09,0.39,-0.17,0,100.43,1.47,0,0.36,0.24,15.82,67.06,0.83,3.35,3.10,100,4.73,85.50,5.98,0.96,19.70,"79,475.33","1,523",,400.11,"30,379.16",523.80,0,-295.70,24.17,21.66,31.88,18.94,75.83,47.78,52.22,623.30,158.68,102.37,93.23,73.04,14.42,0,197.30,0,94.81,474.79,208.10,109.27,54.26,31.95,55.01,0,-1.75,35.14,73.53,-0.39,-0.19,40.16,5.24,20.32,64.49,26.09,1.91,2.83,0.99,0.82,-0.96,1.18,3.79,2.63,15.90,2.14,10.25,35.61,4.92,6.21,23.78,15.35,59.27,0,0,10.93,33.39,1.55,132.23,2.36,0.04,0.08,"58,649.05",149.61,"7,858.33",,150.22,124.30,0,0,0,2.32,311.42,"75,191.09",1.90,83.08,16.92,100.40,"58,649.05","-14,221.95","48,727","11,995","4,341",0,"7,808",149.61,2.32,"75,191.09",1.90,392,12.80,9.48,0.64,0.47,48.61,35.99,0.24,0.18,"1,383,439.05","-3,653.26",-0.12,-0.12,-94.25,0
(주)엘지생명과학,068870,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)엘지생활건강,051900,2019/12,13.22,6.93,12.87,,2.81,11.84,16.23,11.74,10.54,1.22,12.44,10.40,8.89,62.63,18.94,,13.73,22.82,22.09,,16.01,28.30,,20.51,970.05,,703.09,27.16,,,15.39,42.95,31.13,37.37,81.06,-0.39,-0.53,0.06,4.64,81.65,9.45,0.36,-0.65,2.29,11.86,68.69,-2.83,2.44,1.73,0,18.78,99.51,208.17,5.65,29.61,"256,067.44","37,167",,"44,274.04","165,182.99","3,664.83",0.46,"48,502.29",24.67,33.50,32.74,16.40,75.33,79.74,20.26,"3,684.82",94.47,93.43,127.34,84.68,25.90,0,106.51,156.04,265.07,151.65,40.18,25.41,24.29,93.10,1.11,16.79,5.30,4.18,5.24,206.20,"999,999,999",79.31,36.65,21.54,64.22,45.32,86.59,420.01,17.54,15.83,0,1.17,2.27,1.49,51.21,5.31,35.30,10.34,4.64,6.91,14.16,25.77,20.24,107.73,174.55,12.48,29.24,1.56,5.19,2.59,0,0.02,"1,275,070.35",279.19,993.43,,136.38,77.51,0,0,0,31.15,162.79,"1,175.93",28.10,27.76,72.24,48.85,"1,275,070.35","841,610.64","354,010","-24,207.13","4,330","13,509","85,817.84",279.19,31.15,"1,175.93",28.10,"4,567",41.70,30.29,8.88,6.45,33.11,24.05,5.73,4.16,"21,222,844.38","945,176.26",20.83,226.79,"53,345.86",22.45
(주)엘지유플러스,032640,2019/12,26.23,6.86,-5.84,,-6.52,-4.87,3.44,1.99,2.24,0.69,26.50,1.30,4.03,0,5.61,,3.61,4.76,4.49,,2.89,9.86,,6.35,26.88,,17.31,22.82,,,3.35,4.87,3.14,0,94.39,-0.91,0.57,0,2.30,95.34,6.71,0,0.59,17.40,21.67,113.86,0.84,2.14,2.72,0,50.68,63.96,6.79,2.45,39.19,"28,257.96","1,020",,"5,160.31","12,817.04",177.11,0,"1,584.40",26.48,9.65,36.02,23.93,73.52,42.37,57.63,277.11,173.51,96.79,110.14,99.52,7.64,0,375.66,104.78,403.34,375.66,93.14,136.02,56.75,11.94,79.26,"1,377.40",2.44,30.69,72.42,6.25,9.27,27.08,1.77,34.98,89.80,122.56,22.28,41.84,12.84,17.52,9.86,0.80,0.87,1.76,4.79,1.47,33.67,10.84,2.86,3.18,27.97,13.05,27.97,0,0,7.41,49.24,1.11,1.71,1.50,0.58,0.02,"3,566,723",333.31,"1,152.95",,41.65,74.36,0,0,0,21.19,47.83,71.41,28.91,22.31,77.69,12.49,"3,566,723","580,108","795,749","70,126","57,665",0,"2,063,075",333.31,21.19,71.41,28.91,"10,701",18.32,11.76,1.46,0.94,3.62,2.33,0.66,0.42,"11,024,690.33","2,754,842",22.33,24.88,"6,309.60",4
(주)엘지하우시스,108670,2019/12,1.73,-7.98,1.53,,0,-8.06,-2.22,-3.81,20.30,0.63,6.96,-4.41,17.35,21.34,1.55,,-0.57,2.19,1.95,,-0.71,4.54,,-1.65,84.08,,-30.65,0,,,0.18,2.22,-0.81,78.66,98.45,-2.31,0.71,0.14,0.92,100.75,6.69,0,0.70,4.69,12.64,76.10,1.57,2.95,2.83,0,0.31,95.73,5.09,0.28,0,"271,050.10","-1,542",,"31,132.20","87,328.60","1,737.04",0.57,"4,204.10",35.62,20.13,55.32,28.45,64.38,42.27,57.73,"1,833.04",152.31,93.01,115.72,92.43,15.24,0,288.53,148.13,304.06,462.28,94.89,136.56,72.81,32.07,63.76,556.92,4.84,38.46,90.97,1.71,-0.06,40.06,17.37,29.72,49.83,69.48,16.57,24.87,9.56,7.65,2.18,1.26,1.43,2.92,54.21,2.20,20.01,18.24,3.36,4.21,16.71,21.85,26.89,103.48,0,5.69,64.18,2.01,2.62,2.03,0.42,0.01,"314,645",98.48,848.36,,-4.80,57.50,0,0,0,14.51,32.21,82.01,11.61,58.39,41.61,-4.87,"314,645","-20,448","183,716","19,313","3,153",0,"128,911",98.48,14.51,82.01,11.61,"3,195",0,0,0.81,0.60,2.28,1.69,0.26,0.19,"1,234,655.31","170,952",6.31,6.96,"17,095.20",7.22
(주)엘지헬로비전,037560,2019/12,-4.64,-0.32,-55.40,,0,-68.68,-10.28,-5.38,-43.83,-3.69,-8.98,-1.75,5.39,91.88,2.74,,-8.59,2.11,1.63,,-5.11,3.02,,-9.47,15.68,,-49.15,0,,,-4.55,1.68,-5.28,8.12,97.26,-11.03,0.95,-0.11,1.47,108.19,8.14,1.09,0.87,17.24,13.50,82.06,1.23,3.37,3.14,0,59.06,79.63,3,0.61,0,"14,311.12","-1,229",,"3,230.92","4,566",390.89,0,391.99,18.50,1.56,22.70,18.21,81.50,53.14,46.86,490.89,153.38,120.79,56.87,55.99,24.05,0,"2,936.77",0,766.14,"2,936.77",383.32,88.19,61.21,58.42,26.98,0,-14.03,32.76,61.65,1.56,-7.70,42.31,3.91,29.90,138.02,157.34,30.47,43.59,14.28,23.05,2.87,0.60,0.61,1.10,5.72,1.29,62.99,5.79,3.34,3.46,102.63,3.56,136.38,0,0,6.88,53.05,0.72,1.64,1.39,0.02,0.02,"243,145.14",207.11,944.08,,-81.06,84.21,0,0,0,13.59,38.17,45.24,21.94,40.66,59.34,-39.14,"243,145.14","-91,854.54","98,863.90","10,560.51","3,045.19","13,191.15","209,338.94",207.11,13.59,45.24,21.94,"1,174",0,0,2.79,1.12,3.95,1.58,0.89,0.36,"974,940.42","239,697.35",21.63,12.29,"3,094.99",4.07
